Department,publishercode,author,title,Count
H & AS,PHI ,MASTERS GILBERT M.,INTRODUCTION TO ENVIRONMENTAL ENGINEERING SCIENCE   ,1
H & AS,PHI,DE A. K.,ENVIRONMENTAL CHEMISTRY,2
H & AS,TMGH,SIVASANKAR B.,ENGINEERING CHEMISTRY ,1
H & AS,ANA BOOKS INDIA ,AHULWALIA V. K.,GERRN CHEMISTRY : ENVIRONMENTALY BENIGN REACTIONS   ,2
H & AS,PEARSON EDU.,SVEHLA G.,VOGELS QUALITATIVE INORGANIC ANALISIS,5
H & AS,PEARSON PUB.,MENDHAM J.,VOGELS TEXTBOOK OF QUANTITATIVE CHEMICAL ANALYSIS ,6
H & AS,TMGH,JOSEPH BENNY ,ENVIRONMENTAL STUDIES ,1
H & AS,NEW AGE ,RAO C. S.,ENVIRONMENTAL POLLUTION CONTROL ENGINNERING ,11
H & AS,S. CHAND ,AVADHANULU M. N.,A TEXTBOOK OF ENGINEERING PHYSICS ,1
H & AS,TMGH,PRASAD HARI MOHAN ,OBJECTIVE ENGLISH FOR COMPETITIVE EXAMINATION ,1
H & AS,PRAGATI PRAKASHAN,SAXENA B. S.,FUNDAMENTALS OF SOLID STATE PHYSICS ,2
H & AS,TMGH,AZAROFF LEONID V.,INTRODUCTION TO SOLIDS ,3
H & AS,MACMILLAN,DEKKER ADRIANUS J.,SOLID STATE PHYSICS,2
H & AS,MGH,JENKINS F. A.,FUNDAMENTALS OF OPTICS ,1
H & AS,JOHN WILEY,HALLIDAY DAVID,FUNDAMENTALS OF PHYSICS,7
H & AS,VIKAS PUB.,GUPTA B. D.,MATHEMATICAL PHYSICS,3
H & AS,NAROSA PUB.,SEARS FRANCIS ,UNIVERSITY PHYSICS,5
H & AS,PEARSON EDU.,NAIK P. V.,ENGINEERING PHYSICS,1
H & AS,ANE BOOKS ,AHALUWALIA V. K.,GRRN CHEMISTRY : ENVIRONMENTALLY BERIGN REACTIONS,1
H & AS,HIMALAYA PUB.,SHARMA SHANTA S.,A TEXTBOOK OF APPLIED CHEMISTRY - I,1
H & AS,I. K. INTERNATIONAL,BALSARAF V. M.,APPLIED CHEMISTRY - II,1
EXTC ENGG.,S. CHAND ,THERAJA B. L.,A TEXTBOOK OF ELECTRICAL TECHNOLOGY VOL - I ( BASIC ELECTRICAL ENGINEERING )  ,18
EXTC ENGG.,S. CHAND ,THERAJA B. L.,A TEXTBOOK OF ELECTRICAL TECHNOLOGY VOL - II ( AC/DC MACHINES )    ,18
EXTC ENGG.,S. CHAND,THERAJA B. L.,FUNDAMENTALS OF  ELECTRICAL  ENGINEERING & ELECTRONICS    ,1
EXTC ENGG.,PEARSON EDU.,HUGHES EDWARD ,HUGHES ELECTRICAL & ELECTRONIC TECHNOLOGY ,6
EXTC ENGG.,C. B. S. ,COTTON H.,ELECTRICAL TECHNOLOGY,6
EXTC ENGG.,S. CHAND ,MEHTA V. K.,OBJECTIVE ELECTRICAL TECHNOLOGY,3
EXTC ENGG.,S. CHAND ,THERAJA B. L.,BASIC ELECTRONICS : SOLID STATE,5
EXTC ENGG.,LAXMI PUB.,Dr. SINGH R. K.,BASIC ELECTRONICS ENGINEERING & DEVICES ,3
EXTC ENGG.,LAXMI PUB.,RAJPUT R. K.,BASIC ELECTRICAL & ELECTRONICS ENGINEERING,2
EXTC ENGG.,S. CHAND ,MEHTA V. K.,PRINCIPLES OF ELECTRONICS ,18
EXTC ENGG.,TMGH,SINGH RAVISH R.,BASIC ELECTRICAL & ELECTRONICS ENGINEERING ,22
EXTC ENGG.,TMGH,MITTLE V. N.,BASIC ELECTRICAL & ELECTRONICS ENGINEERING ,11
EXTC ENGG.,TMGH,MITTLE V. N.,BASIC ELECTRICAL  ENGINEERING ,22
EXTC ENGG.,UNIVERSITY PRESS ,GARG RAKESH KUMAR,BASIC ELECTRONICS ,6
EXTC ENGG.,NAROSA PUB.,ARUN P., ELECTRONICS ,3
EXTC ENGG.,NAROSA PUB.,DUBE DINESH C., ELECTRONICS : CIRCUITE & ANALYSIS,3
EXTC ENGG.,LAXMI PUB.,KUMAR R.,ELECTRONICS ENGINEERING (OBJECTIVE TYPE),6
EXTC ENGG.,LAXMI PUB.,RAJPUT R. K.,ELECTRICAL ENGINEERING,7
EXTC ENGG.,LAXMI PUB.,GUPTA MONISH,COMPREHENSIVE ELECTRONICS ENGINEERING FUNDAMENTAL   ,3
EXTC ENGG.,OXFORD UNIVERSITY PRESS ,PATIL B. R.,BASIC ELECTRICAL & ELECTRONICS ENGINEERING,24
EXTC ENGG.,NAROSA PUB.,REDDY S. RAMA,ELECTRONIC DEVICES AND CIRCUITS ,3
EXTC ENGG.,PEARSON EDU.,SINGH B. P.,ELECTRONIC DEVICES AND INTEGRATED CIRCUITS ,3
EXTC ENGG.,TMGH,DESHPANDE N. P.,ELECTRONIC DEVICES AND CIRCUITS : PRINCIPLES & APPLICATION      ,2
EXTC ENGG.,TMGH,SALIVAHANAN S.,ELECTRONIC DEVICES AND CIRCUITS ,8
EXTC ENGG.,PHI,MOTTERSHESD ALLEN,ELECTRONIC DEVICES AND CIRCUITS : AN INTRODUCTION,10
EXTC ENGG.,PHI,BELL DAVID A.,ELECTRONIC DEVICES AND CIRCUITS ,14
EXTC ENGG.,PHI,BELL DAVID A.,LABORATORY MANUAL FOR ELECTRIC CIRCUITS,3
EXTC ENGG.,PEARSON EDU.,BOYLESTAD ROBERT L.,ELECTRONICS DEVICES AND CIRCUITS THEORY,18
EXTC ENGG.,PEARSON EDU.,BOGART THEODORE F.,ELECTRONICS DEVICES AND CIRCUITS ,9
EXTC ENGG.,TMGH,MILLMAN JACOB,ELECTRONIC DEVICES AND CIRCUITS ,14
EXTC ENGG.,PHI,TORO VINCENT DEL,ELECTRICAL ENGINEERING FUNDAMENTALS,21
EXTC ENGG.,NAROSA PUB.,SALAM MOHD. ABDUS ,FUNDAMENTALS OF ELECTRICAL MACHINES ,3
EXTC ENGG.,MCGH,FITZGERALD A. E.,ELECTRIC MACHINARY,1
EXTC ENGG.,TMGH,BHATTACHARYA S. K.,ELECTRICAL MACHINES ,5
EXTC ENGG.,KHANNA PUB.,Dr. BIBHRA P. S.,ELECTRICAL MACHINARY,3
EXTC ENGG.,TMGH,KOTHARI D. P.,ELECTRIC MACHINES ,19
EXTC ENGG.,TMGH,MALVINO ALBERT,ELECTRONICS PRINCIPLES ,7
EXTC ENGG.,PEARSON EDU.,FLOYD THOMAS L.,ELECTRONIC DEVICES,2
H & AS,PHI,HENRY J. GLYNN,ENVIRONMENTAL SCIENCE AND ENGINEERING ,1
H & AS,NAROSA PUB.,SANGHI RASHMI ,GREEN CHEMISTRY : ENVIRONMENTAL FRIENDLY ALTERNATIVES   ,1
H & AS,PHI,SPIRO THOMAS G. ,CHEMISTRY OF THE ENVIRONMENTAL,1
H & AS,NAROSA PUB.,CHOPRA HARISH KUMAR ,ENGINEERING CHEMISTRY : A TEXT BOOK,1
H & AS,NAROSA PUB.,MAHAN BRUCE H.,UNIVERSITY CHEMISTRY ,1
H & AS,LAXMI PUB.,Dr. SENAPATI M. R.,ADVANCED ENGINEERING  CHEMISTRY ,2
H & AS,LAXMI PUB. ,KHARE PUNIMA S. ,FUNDAMENTALS OF ENGINEERING PHYSICS ,3
H & AS,I.K. INTERNATIONAL,KARKARE MANASI  ,APPLIED PHYSICS - II,1
H & AS,VIVA BOOKS ,CHRISTOPHER E. M. ,LEADERSHIP TRAINING : A - SOURCEBOOK OF ACTIVITIES ,2
H & AS,VIVA BOOKS ,PARKER GLENN M. ,TEAM BUILDING : A SOURCEBOOK OF ACTIVITIES,3
H & AS,S. CHAND ,NARAYAN SHANTI ,ANALYTIEAL SOLID GEOMETRY,2
H & AS,PEARSON EDU.,QUIRK RANDOLPH ,A UNIVERSITY GRAMMAR OF ENGLISH,1
H & AS,PEARSON EDU.,LEECH GEOFFREY,A COMMUNICATIVE GRAMMAR OF ENGLISH,5
H & AS,WHEELER PUB.,CHAKRABORTY S.K.,HUMAN VALUES FOR MANAGERS ,1
H & AS,MACMILLAN ,SHOOKLA M. S.,A HANDBOOK OF HUMAN RELATIONS : WITH STRCTURED EXPERIENCES & INSTRUMENTS     ,1
H & AS,PHI,LARSON RICHARD ,KNOWLEDGE OF MEANING : AN INTRODUCTION TO SEMANTIC THEORY    ,1
COMP. ENGINEERING,TMGH,RAM KUMAR,PROGRAMING IN ANSI - C,3
COMP. ENGINEERING,TMGH,BALAGURUSAMY E.,PROGRAMING IN ANSI - C,26
INFORMATION TECHNOLOGY,TMGH,BALAGURUSAMY E.,PROGRAMING IN ANSI - C,19
INFORMATION TECHNOLOGY,B.P.B. PUB.,KANETKAR YASHVANT ,"LET US C""",12
COMP. ENGINEERING,B.P.B. PUB,KANETKAR YASHVANT,"LET US C""",13
COMP. ENGINEERING,TMGH,RAMKUMAR,"PROGRAMMING IN C""",5
COMP. ENGINEERING,B.P.B. PUB.,KANETKAR YASHVANT,"LET US C"" ",14
COMP. ENGINEERING,PHI,KERNIGHAN B. W.,THE C' PROGRAMING LANGUAGE ,20
COMP. ENGINEERING,PHI,TONDO CLOVIS ,THE C' ANSWER BOOK,15
COMP. ENGINEERING,TMGH,BALAGURUSAMY E.,PROGRAMMING IN BASIC,7
COMP. ENGINEERING,TMGH,BALAGURUSAMY E. ,PROGRAMMING IN ANSI- C,8
COMP. ENGINEERING,ZIFF DEVICE PRESS,PARDUM JACK,GUIDE TO C PROGRAMING ,2
COMP. ENGINEERING,C.B.S. PUB.,KOCHAN STEPHEN G.," PROGRAMING IN C"" ",5
COMP. ENGINEERING,PHI,HUNT ROGER ,COMPUTER AND COMMONSENCE,4
COMP. ENGINEERING,BROOKS/ COLE (THOMSON LEARNING),FOROUZAN B. A.,COMPUTER SCIENCE : A STRUCTURED PROGRAMMING APPROACH USING C'   ,20
COMP. ENGINEERING,TMGH,GOTTFRIED BYRON S.,"PROGRAMMING WITH C""",7
COMP. ENGINEERING,TMGH,SCHILDT HERBERT,"C"" THE COMPLETE REFERENCE ",13
COMP. ENGINEERING,TMGH,GOTTFRIED BYRON,"THEORY & PROBLEMS OF PROGRAMMING WITH C""",12
COMP. ENGINEERING,JAICO BOOKS,COOPER MULLISH,"THE SPIRIT OF C"" AN INTRODUCTION TO MODERN PROGRAMMING   ",13
COMP. ENGINEERING,PHI,PIERCE BENJAMIN C.,TYPES AND PROGRAMMING LANGUEGES,5
INFORMATION TECHNOLOGY,FIREWALL MEDIA ,COLUMBUS LOUIS,THE MICROSOFT- WINDOWS XP PROFESSIONAL HANDBOOK   ,4
INFORMATION TECHNOLOGY,FIREWALL MEDIA,JANGADA R. K.,"PRAGMATIC - C""",4
INFORMATION TECHNOLOGY,FIREWALL MEDIA ,J. RAJARAM,"C"" INTERVIEW QUESTION AND ANSWERS",4
INFORMATION TECHNOLOGY,FIREWALL MEDIA ,VEERANNA V. K.,C FOR U INCLUDING C AND C GRAFHICS,2
INFORMATION TECHNOLOGY,FIREWALL MEDIA ,DIXIT J. B.,"PROGRAMMING IN C"" ",4
INFORMATION TECHNOLOGY,FIREWALL MEDIA,DIXIT J. B.,MASTERING C PROGRAMS,4
INFORMATION TECHNOLOGY,FIREWALL MEDIA ,DAWRA SUDHIR,MASTERING GRAPHICS PROGRAMMING IN C ,3
INFORMATION TECHNOLOGY,TMGH,VENUGOPAL K. R.,"MASTERING C""",4
INFORMATION TECHNOLOGY,TMGH,VENUGOPAL R.K.,C : TEST YOUR APTITUDE,7
INFORMATION TECHNOLOGY,PHI,RAJARAMAN V.,"COMPUTER PROGRAMMING IN C""",4
INFORMATION TECHNOLOGY,PHI,DEITEL H. M.,"C"" HOW TO PROGRAMM",4
INFORMATION TECHNOLOGY,CAMBRIDGE UNI. PRESS,KALICHARAN NOEL,C BY EXAMPLE,5
INFORMATION TECHNOLOGY,NEW AGE ,RAVICHANDRAN D.,"PROGRAMMING IN C """,4
INFORMATION TECHNOLOGY,PENRAM PUB. (PRI)_,MALI DILIP,"C"" APPLICATION PROGRAMS AND PROJECTS",8
INFORMATION TECHNOLOGY,NAROSA PUB.,GOYAL ARUNESH K.,"THE C"" PROGRAMMING LANGUEGE",3
INFORMATION TECHNOLOGY,NAROSA PUB. ,DEY SUKHENDU ,"COMPLETE KNOWLEDGE IN C"" ",3
INFORMATION TECHNOLOGY,MCGH,SCHILDT HERBERT,C MADE EASY,4
INFORMATION TECHNOLOGY,TMGH,CHHABRA JITENDRA KUMAR,C PROGRAMMING CONCEPTS : WITH PROBLEMS AND- SOLUTIONS     ,4
INFORMATION TECHNOLOGY,PEARSON EDU. ,VENKATESHMURTHY M. G.,PROGRAMMING TECHNIQUES THROUGH C : A BIGINNERS COMPANION    ,2
INFORMATION TECHNOLOGY,PEARSON PUB. ,KERNIGHAN B. W.,"THE C"" PROGRAMMING LANGUEGE ",5
COMP. ENGINEERING,PHI,PIERCE BENJAMIN C.,TYPES AND PROGRAMMING LANGUEGE ,1
COMP. ENGINEERING,TMGH,NARTON PETER,INTRODUCTION TO COMPUTERS ,1
COMP. ENGINEERING,PHI,RAJARAMAN V.,FUNDAMENTALS OF COMPUTERS ,17
COMP. ENGINEERING,TMGH,RAVICHANDRAN D. ,COMPUTER FUNDAMETALS ,8
COMP. ENGINEERING,NEW AGE,B. RAM,COMPUTER FUNDAMENTALS : ARCHITECTURE & ORGANIZATION     ,13
INFORMATION TECHNOLOGY,VIKAS PUB.,SAXENA SANJAY,MS- OFFICE 2000 FOR EVERY ONE ,5
INFORMATION TECHNOLOGY,DREAMTECH PRESS ,GUPTA VIKAS ,COMDEX : COMPUTER COURSE KIT,16
INFORMATION TECHNOLOGY,LEON TECHWORLD ,LEON ALEXIS ,INTRODUCTION TO COMPUTERS,2
INFORMATION TECHNOLOGY,LEON TECHWORLD ,LEON ALEXIS,A BEGINNER'S GUIDE TO COMPUTER,2
INFORMATION TECHNOLOGY,LEON TECHWORLD,LEON ALEXIS ,INTERNET FOR EVERY ONE ,4
INFORMATION TECHNOLOGY,PHI,COMER DOUGLES E.,THE INTERNET BOOK,6
COMP. ENGINEERING,PHI,RAJARAMAN V. ,FUNDAMENTALS OF COMPUTERS ,2
COMP. ENGINEERING,TMGH,WILLIAMS TIMOTHY J.,MCQS IN COMPUTER SCIENCE ,3
COMP. ENGINEERING,CAMBRIDGE UNI. PRESS,HUTCH MICHAEL,LOGIC IN COMPUTER SCIENCE : MODELLING & REASONING ABOUT SYSTEMS    ,3
COMP. ENGINEERING,NEW AGE,YADAV D. S.,FUNDAMETALS OF INFORMATION TECHNOLOGY,8
COMP. ENGINEERING,VIKAS PUB.,FADIA ANKIT,WINDOWS HACKING : EVEN YOU CAN HACK,3
INFORMATION TECHNOLOGY,MACMILLAN,FADIA ANKIT,NETWORK SECURITY : A HACKERS PERSPECTIVE ,3
INFORMATION TECHNOLOGY,MACMILLAN ,FADIA ANKIT ,AN UNOFFICIAL GUIDE TO ETHICAL HACKING ,3
INFORMATION TECHNOLOGY,TMGH,BALASUBRAMANIAN D.,COMPUTER INSTALLATION AND SERVICING ,9
INFORMATION TECHNOLOGY,PEARSON EDU.,PERRY GREG,SAM TECH YOURSELF MICROSOFT OFFICE 2007,1
EXTC ENGG.,TMGH,MITTLE V. N.,BASIC ELECTRICAL ENGINEERING,1
EXTC ENGG.,CBS,COTTON H.,ELECTRICAL TECHNOLOGY,1
H & AS,NEW AGE,BANDYOPADHYAY A. K.,NANO MATERIALS ,1
H & AS,WHEELER PUB.,BHATIA R. L.,MANAGING TIME : FOR A COMPETITIVE EDGE ,1
H & AS,HIMALAYA PUB.,RAI URMILA,BUSINESS COMMUNICATION,1
CIVIL ENGINEERING,PEARSON EDU.,HIBBELER R. C. ,ENGINEERING MECHANICS : DYNAMICS & STATICS ,3
CIVIL ENGINEERING,M. D. DAYAL,DAYAL M.D.,ENGINEERING MECHANICS : STATICS & DYNAMICS,3
CIVIL ENGINEERING,SCITECH PUB.,PRABHU T. J.,ENGINEERING MECHANICS ,1
H & AS,WHEELER PUB.,RAI URMILA ,MANAGING TIME : FOR A COMPETITIVE EDGE ,1
CIVIL ENGINEERING,VIKAS PUB.,RAJA SEKARAN S. ,FUNDAMENTAL OF ENGINEERING OF MECHANICS,1
CIVIL ENGINEERING,JOHN WILEY,MERIAM J.L.,ENGINEERING MECHANICS : STATICS VOL- I,1
CIVIL ENGINEERING,MCGH,BEER FERDINAND ,MECHANICS FOR ENGINEERS : STATICS,1
CIVIL ENGINEERING,McGH,BEER FERDINAND ,MECHANICS FOR ENGINEERS : DYNAMICS,1
CIVIL ENGINEERING,TMGH,BEER FERDINAND ,VECTOR MECHANICS FOR ENGINEERS : DYNAMICS ,1
CIVIL ENGINEERING,NANDU PUB.,DUBEY N. H.,MACHINE DRAWING (SOLID GEOMETRY),1
CIVIL ENGINEERING,CHAROTAR,BHATT N. D.,MACHINE DRAWING,1
CIVIL ENGINEERING,PHI,SINGH SADHU ,FUNDAMENTALS OF MACHINE DRAWING,1
CIVIL ENGINEERING,PEARSON,SHAH M.B.,ENGINEERING DRAWING,1
CIVIL ENGINEERING,TMGH,JOLHE DHANANJAY,ENGINEERING DRAWING WITH AN INTRODUCTION TO AUTO CAD    ,1
CIVIL ENGINEERING,CHAROTAR PUB.,BHATT N. D.,ENGINEERING DRAWING : PLANE & SOLID GEOMETRY,1
CIVIL ENGINEERING,NANDU PUB. ,DUBEY N. H.,ENGINEERING DRAWING ,1
CIVIL ENGINEERING,MEDIA PROMOTORS ,CHOUDHARY SKH,ELEMENTS OF WORKSHOP TECHNOLOGY VOL - I ( MANUFATURING PROCESSES )   ,1
CIVIL ENGINEERING, MEDIA PROMOTORS ,CHOUDHARY SKH ,ELEMENTS OF WORKSHOP TECHNOLOGY VOL - II (MACHINE TOOLS )   ,2
CIVIL ENGINEERING,DHANPAT RAI ,RAGHUVANSHI B. S.,A COURSE IN WORKSHOP TECHNOLOGY : VOL - I (MANUFACTURING PROCESSES)       ,2
CIVIL ENGINEERING,DHANPAT RAI ,RAGHUVANSHI B. S., COURSE IN WORKSHOP TECHNOLOGY : VOL - II (MACHINE TOOLS)         ,1
CIVIL ENGINEERING,TMGH,BAWA H. S.,WORKSHOP PRACTICE ,1
CIVIL ENGINEERING,THOMSON LEARNING ,TICKOO SHAM ,AUTO CAD LT 2000: A PROBLEM - SOLVING APPROACH ,1
CIVIL ENGINEERING,THOMSON LEARNING ,GRABOWSKI RALPH ,THE ILLUSTARTED AUTO CAD - 2002 QUICK REFERENCE ,1
CIVIL ENGINEERING,PHI,NIIT,GIS AND AUTO CAD MAP,2
CIVIL ENGINEERING,PEARSON EDU.,BETHUNE JAMES D. ,ENGINEERING GRAPHICS WITH AUTO CAD - 2002,1
CIVIL ENGINEERING,PHI,NIIT,INTRODUCTON TO ENGINEERING DRAWING & AUTOCAD ,1
GENERAL ,TMGH,GUHA ABHIJIT ,QUANTITATIVE APTITUDE : FOR COMPETITIVE EXAM,3
CIVIL ENGINEERING,S. CHAND ,AGGARWAL R.S.,QUANTITATIVE APTITUDE : FOR COMPETITIVE EXAM,11
GENERAL,S. CHAND ,AGGARAWAL R. S. ,A MODERN APPROACH TO VERBAL & NON - VERBAL REASONING    ,8
GENERAL,S. CHAND ,AGGARWAL,A MODERN APPROACH TO VERBAL REASONING ,1
CIVIL ENGINEERING,TMGH,THORPE EDGER ,TEST REASONING : FOR COMPETITIVE EXAMS ,2
GENERAL,MACMILLAN ,PRAKASH R.,VERBAL & NON - VERBAL REASONING FOR COMPETITIVE EXAMS   ,2
GENERAL,GALGOTIA PUB. ,SHARPE PAMELA J.,BARRON'S HOW TO PREPARE FOR THE TOFEL TEST,1
GENERAL,GALGOTIA PUB. ,SHARPE PAMELA J.,BARRON'S TOFEL IBT : INTERNET - BASED TEST,3
GENERAL,GALGITIA PUB.,JAFFE EUGENE D.,BARRON'S HOW TO PREPARE FOR THE GMAT,2
GENERAL,GALGOTIA ,GREEN S. W.,BARRON'S NEW GRE : (GRADUATE REORD EXAM),2
GENERAL,GOLGOTIA ,GREEN S. W.,BARRON'S GRE : (GRADUATE RECORD EXAMINATION ),2
GENERAL,GOLGOTIA ,GREEN S. W.,BARRON'S HOW TO PREPARE FOR THE GRE TEST,2
GENERAL,TMGH,SHARMA ARUN ,HOW TO PREPARE FOR THE DATA INTERPRETATION AND LOGICAL REASOING FOR TTL CAT   ,4
GENERAL,TMGH,SHARMA ARUN ,HOW TO PREPARE FOR THE: VERBAL ABILITY AND READING CIMPREHENSION TO THE CAT  ,5
GENERAL,TMGH,Dr. TARA CHAND,TATA McGRAW- HILLS GENERAL STUDIES MANUAL - 2012,1
GENERAL,S. CHAND ,BEDI C. S.,S. CHAND'S GENERAL STUDIES ,2
GENERAL,INTELLECTUALS BOOK ,SHARMA K. K.,INTELLECTUAL'S SANDHARBH MAHARASHTRA (STATE & DISTRICT AT A GLANCE ) SET IN 2 VOL   ,2
H & AS,D. K. PUB,EVANS JO ,D. K. ULTIMATE VISUAL DICTIONARY,4
H & AS,OXFORD UNI. PRESS,FOWLER H. W.,THE POCKET OXFORD DICTIONARY OF CURRENT ENGLISH ,1
H & AS,OXFORD UNI. PRESS ,WEHMEIER S.,OXFORD ADVANCE LEARNERS DICTIONARY OF CURRENT ENGLISH       ,2
H & AS,OXFORD UNI PRESS,SOANES C.,COMPACT OXFORD ENGLISH DICTIONARY OF CURRENT ENGLISH  ,1
H & AS,OXFORD UNI. PRESS,SOANES C.,COMPACT OXFORD DICTIONARY THESAURUS AND WORD POWER GUIDE   ,1
H & AS,HARPER COLLINS PUB.,SINCLAIR J. M.,COLLINS ENGLISH DICTIONARY & THESAURAS 21- CENTURY EDITION     ,1
H & AS,MGH,PARKER SYBIL P.,McGRAW-HILL DICTIONARY OF SCIENTIFIC & TECHNICAL TERMS   ,1
H & AS,OXFORD UNI. PRESS ,DHONGADE RAMESH V.,OXFORD ENGLISH - MARATHI DICTIONARY,3
H & AS,OXFORD UNI. PRESS,OXFORD,OXFORD ESSENTIAL ENGLISH - ENGLISH HINDI DICTIONARY ,1
H & AS,OXFORD UNI. PRESS ,McGREGOR R. S.,THE OXFORD HINDI - ENGLISH DICTIONARY,1
H & AS,BOOKSELLERS ,OZA S. S.,THE MODERN COMBINED DICTIONARY : ENGLISH TO GUJRATI / GUJRATI INTO ENGLISH         ,1
H & AS,SARTAJ PUB.,FINNEGAN EDWARD G. ,NEW WEBSTER'S DICTIONARY OF THE ENGLISH LANGUGE ,2
H & AS,McGH,PARKER SYBIL P.,McGRAW - HILL DICTIONARY OF CHEMISTRY ,1
H & AS,GAKGOTIA ,LEWIS RICHARD J.,HAWLEY'S CONDESTED CHEMICAL DICTIONARY,1
MECH. ENGINEERING,JAICO BOOKS ,NAYLER G. H. F.,DICTIONARY OF MECHANICAL ENGINEERING ,1
COMP. ENGINEERING,PHI,PFAFFENBERGER BRYAN,QUE'S COMPUTER & INTERNET DICTIONARY,1
COMP. ENGINEERING,ANMOL PUB.,NARANG M. L.,ANMOL DICTIONARY OF COMPUTERS ,1
EXTC  ENGG.,NEWNES PUB.,GRAF RUDOLE F.,MODERN DICTIONARY OF ELECTRONICS ,1
EXTC  ENGG.,TBA BOOKS,GIBILISCO STAN,THE ILLUSTARTED DICTIONARY OF ELECTRONICS,1
INFORMATION TECHNOLOGY,G. K. PUB.,MITTAL RAKESH,GATE - 2005 FOR INFORMATION TECHNOLOGY,1
INFORMATION TECHNOLOGY,G. K. PUB,MITTAL RAKESH,GATE - 2004 FOR INFORMATION TECHNOLOGY,1
COMP. ENGINEERING,G. K. PUB.,G. K. PUBLICATION,GATE - 2013 FOR COMPUTER SCIENCE & INFORMATION TECHNOLOGY   ,2
COMP. ENGINEERING,G. K. PUBLICATION ,G. K. PUBLICATION,GATE - 2010 FOR COMPUTER SCIENCE & INFORMATION TECHNOLOGY    ,1
COMP. ENGINEERING,G. K. PUBLICATION,G. K. PUBLICATION,GATE - 2007 FOR COMPUTER SCIENCE ,1
COMP. ENGINEERING,G. K. PUBLICATION ,G. K. PUBLICATION ,GATE - 2005 FOR COMPUTER SCIENCE ,1
COMP. ENGINEERING,G. K. PUBLICATION ,MITTAL G. K. , COMPUTER SCIENCE QUESTION BANK COMPUTER OBJECTIVES      ,1
EXTC  ENGG.,G. K. PUBLICATION,G. K. PUBLICATION ,GATE - 2012 FOR ELECTRONICS & COMMUNICATION ENGINEERING   ,2
EXTC  ENGG.,G. K. PUBLICATION ,G. K. PUBLICATION ,GATE - 201O FOR ELECTRONICS & COMMUNICATION ENGINEERING    ,1
EXTC  ENGG.,G. K. PUBLICATION ,G. K. PUBLICATION ,GATE - 2007 ELECTRONICS & TELECOMMUNICATION ENGINEERING    ,1
EXTC ENGG.,G. K. PUBLICATION,G. K. PUBLICATION,GATE - 2005 ELECTRONICS & TELECOMMUNICATION ENGINEERING ,1
EXTC ENGG.,SATYA PUB.,HANDA M.,GATE - ELECTRICAL ENGINEERING,2
EXTC ENGG.,SATYA PUB. ,HANDA M.,GATE - ELECTRONICS & TELECOMMUNICATION ENGINEERING     ,1
MECH. ENGINEERING,SATYA PUB.,HANDA D.,GATE - MECHANICAL ENGINEERING,1
MECH. ENGINEERING,G. K. PUBLICATION ,G. K. PUBLICATION ,GATE - 2005 IN  MECHANICAL ENGINEERING,1
MECH. ENGINEERING,G. K. PUBLICATION ,G. K. PUBLICATION ,GATE -  IN -  MECHANICAL ENGINEERING,1
MECH. ENGINEERING,G. K. PUBLICATION ,G. K.PUBLICATION ,PRACTICE PAPER FOR GATE - MECHANICAL ENGINEERING ,1
MECH. ENGINEERING,G. K. PUBLICATION,G. K. PUBLICATION ,GATE - 2010 IN MECHANICAL ENGINEERING,1
MECH. ENGINEERING,G. K. PUBLICATION,G. K. PUBLICATION,GATE - 2013 IN MECHANICAL ENGINEERING,2
CIVIL ENGINEERING,G. K. PUBLICATION ,G. K. PUBLICATION ,GATE - 2013 IN CIVIL ENGINEERING,1
CIVIL ENGINEERING,G. K. PUBLICATION ,G. K. PUBLICATION ,GATE - FOR  IN CIVIL ENGINEERING,1
H & AS,G. K. PUBLICATION ,G. K. PUBLICATION ,GATE - 2012 - MATHEMATICS ,2
MECH. ENGINEERING,G. K. PUBLICATION ,G. K. PUBLICATION ,GATE - PAPERS MECHANICAL ENGINEERING ,1
H & AS,TMGH,PRASAD HARI MOHAN ,HOW TO PREPARE FOR GROUP DISCUSSION INTERVIEW ,1
H & AS,TMGH,ANDREWS SUDHIR ,HOW TO SUCCEED AT INTERVIEW ,1
H & AS,PEARSON EDU.,SVEHLA G.,VOGEL'S QUALITATIVE INORGANIC ANALISY'S ,1
EXTC ENGG.,TMGH,KOTHARI D. P. ,ELECTRIC MACHINES ,1
H & AS,MACMILLAN PUB.,KHERA SHIV,YOU CAN WIN ,17
H & AS,PEARSON EDU.,TEMPLAR RICHARD ,THE RULES OF LIFE ,1
H & AS,PEARSON EDU.,TEMPLAR RICHARD,THE RULES OF WORK,2
H & AS,SPD ,Dr. MISHRA C. S.,HEADS YOU WIN TAILS YOU WIN ,3
H & AS,EAST- WEST PUB.,DEMING W. EDWARDS ,OUT OF THE CRISIS ,5
H & AS,UNIVERSITY PRESS ,KALAM A.P.J.,WINGS OF FIRE,3
H & AS,TMGH,KALAM A.P.J.,ENVISIONING AN EMPOWERED NATION : TECHNOLOGY FOR SOCIETAL TRANSFORMATION       ,2
GENERAL,ORIENT PAPER BOOK,DEVI SHAKUNTALA ,PUZZLES PUZZLE YOU,3
GENERAL,ORIENT PAPER BOOK,DEVI SHAKUNTALA ,FIGURING THE JOY OF NUMBERS ,2
H & AS,NAROSA PUB.,PAL MADHUMANGAL,NUMERICAL ANALYSIS FOR SCIENTISTS AND ENGINEERING THEORY C' PROGRAMS       ,5
