Department,publishercode,author,title,Count
EXTC ENGINEERING,ELSEVIER ,BLACK SHARON K.,TELECOMMUNICATIONS LAW IN THE INTERNET AGE,3
EXTC ENGINEERING,ELSEIVER ,McCABE JAMES D.,NETWORK ANALYSIS ARCHITECTURE AND DESIGN,4
EXTC ENGINEERING,PEARSON EDU.,GARG VIJAY K.,PRINCIPLES AND APPLICATIONS OF GSM,6
EXTC ENGINEERING,PEARSON EDU.,GARG VIJAY K.,IS-95 CDMA CDMA 2000 CELLULAR PCS SYSTEMS IMPLEMENTATION,4
EXTC ENGINEERING,WILEY ,STEELE RAYMOND ,GSM CDMA ON E AND 3G SYSTEMS,1
EXTC ENGINEERING,WILEY,TISAL JOACHIM,THE GSM NETWORK GPRS EVOLUTION : ONE STEP TOWAEDS UMTS,1
EXTC ENGINEERING,WILEY,EBERSPACHER JORG ,GSM SWITCHING SERVICES AND PROTOCOLS ,1
EXTC ENGINEERING,CAMBRIDGE UNIPRESS,COX CHRISTOPHER ,ESSENTIALS OF UMTS CAMBRIDGE WIRELESS ESSENTIALS SERIES,5
EXTC ENGINEERING,WILEY INDIA ,BANNISTER JEFFERY ,CONVERGENCE TECHNOLOGIES FOR 3G NETWORK IP UMTS EGPRS AND ATM,5
COMPUTER ENGG.,PHI / PEARSON EDU.,FORSYTH DAVID A.,COMPUTER VISION A MODERN APPRAOCH ,17
COMPUTER ENGG.,MGH (INT.),MITCHELL TOM M.,MACHINE LEARNING,5
COMPUTER ENGG.,MGH (INT.),JAIN RAMESH,MACHINE VISION,15
COMPUTER ENGG.,TMGH,QUINN MICHAEL J.,PARALLEL PROGRAMMING IN WITH MPI AND OPEN MP,4
COMPUTER ENGG.,TMGH,QUINN MICHAEL J.,PARALLEL COMPUTING THEORY AND PRACTICE,4
COMPUTER ENGG.,PEARSON EDU.,WILKINSON BARRY ,PARALLEL PROGRAMMING TECHNIQUES APPLICATIONS USING NETWORKED WORK STATION AND PARALLEL COMPUTERS,2
COMPUTER ENGG.,PRI (PENRAM INT.PUB.),AXELSON JAN,SERIAL PORT COMPLETE PROGRAMMING AND CIRCUITS FOR RS 232 AND RS 485 LINK & NETWORKS,4
COMPUTER ENGG.,PRI (PENRAM INT. PUB.),AXELSON JAN,PARALLEL PORT COMPLETE PROGRAMMING INTERFACING USING THE PC'S PARALLEL PRINTER PORT,12
COMPUTER ENGG.,PEARSON EDU. / PHI,JORDON H.F.,FUNDAMENTALS OF PARALLEL PROCESSING,15
COMPUTER ENGG.,PHI,WILSON GREGORY V.,PRACTICAL PARALLEL PROGRAMMING,7
COMPUTER ENGG.,PHI,SASIKUMAR M.,INTRODUCTION TO PARALLEL PROCESSING,6
COMPUTER ENGG.,PHI,RAJARAMAN V.,PARALLEL COMPUTERS : ARCHITECTURE AND PROGRAMMING,3
COMPUTER ENGG.,NEW AGE,BHUJADE MORESHWAR R.,PARALLEL COMPUTING,3
MATHEMATICS,P.JAMNADAS LLP,KUMBHOJKAR G.V.,APPLIED MATHEMATICS - IV (MECHANICAL AUTOMOBILE PRODUCTION AND CIVIL ENGINEERING),20
MATHEMATICS,P. JAMNADAS LLP,KUMBHOJKAR G.V.,APPLIED MATHEMATICS - IV (SE SEM-IV COMPUTER ENGINEERING),20
MATHEMATICS,P. JAMNADAS LLP,KUMBHOJKAR G.V.,APPLIED MATHEMATICS - IV (SE SEM-IV INFORMATION TECHNOLOGY),20
INFORMATION TECHNOLOGY,PHI,DEO NARSINGH ,SYSTEM SIMULATION WITH DIGITAL COMPUTER ,32
INFORMATION TECHNOLOGY,PHI,GORDON GEOFFREY,SYSTEM SIMULATION ,21
INFORMATION TECHNOLOGY,TMGH / MGH (INT.),LAW AVERILL M., SIMULATION MODELING AND ANALYSIS,32
INFORMATION TECHNOLOGY,PEARSON EDU. / PHI,BANK'S JERRY,DISCRETE- EVENT SYSTEM SIMULATION ,15
INFORMATION TECHNOLOGY,HARCOURT INDIA PVT LTD.,BOYD DONALD W.,SYSTEM ANALYSIS AND MODELING A MACRO TO MICRA A APPROACH WITH MULTIDISOPINARY APPLICATIONS,8
INFORMATION TECHNOLOGY,HARCOURT INDIA PVT. LTD.,ZEIGLER BERNARD P.,THEORY OF MODELING AND SIMULATION INTEGRATION DISCRETE EVENT AND CONTINOUS COMPLEX DYNAMICS SYSTEMS,6
INFORMATION TECHNOLOGY,WILEY INDIA,SEVERANCE FRANK J.,SYSTEM MODELING AND SIMULATION AN INTRODUCTION,5
INFORMATION TECHNOLOGY,MACMILLAN PUB.,ROSS SHELDON M.,A COURSE IN SIMULATION,2
INFORMATION TECHNOLOGY,MGH (INT.),MODELL MARTIN E.,DATA ANALYSIS DATA MODELING AND CLASSIFICATION,3
INFORMATION TECHNOLOGY,PRENTICE HALL,DAVIS RUTH,SIMULATION MODELING WITH PASCAL,3
INFORMATION TECHNOLOGY,SOUTH WESTERN COLLEGE ,RAGSDALE CLIFF T.,SPREADSHEET MODELING AND DECISION ANALYSIS,1
INFORMATION TECHNOLOGY,MGH (INT.),PEGDEN C. DENNIS ,INTRODUCTION TO SIMULATION USING SIMAN,2
INFORMATION TECHNOLOGY,MGH (INT.),KELTON W. DAVID,SIMULATION WITH ARENA,4
INFORMATION TECHNOLOGY,WILEY INDIA ,SOMASUNDARAM G.,INFORMATION STORAGE & MANAGEMENT STORING MANAGING AND PROTECTING DIGITAL INFORMATION,13
INFORMATION TECHNOLOGY,MGH ,SPALDING ROBERT ,THE COMPLETE REFERENCE STORAGE NETWORKS,8
INFORMATION TECHNOLOGY,WILEY INDIA,BARKER RICHARD,STORAGE AREA NETWORK ESSENTIALS A COMPLETE GUIDE TO UNDERSTANDING AND IPLEMENTING SAN'S,5
COMPUTER ENGG.,WILEY INDIA ,SHARP,INTRODUCTION DESGIN BEYOND HUMAN - COMPUTER INTRACTION,9
COMPUTER ENGG.,PEARSON,SHNEIDERMAN BEN,DESIGNING THE USER INTERFACE STRATEGIES FOR EFFECTIVE HUMAN COMPUTER INTRACTION,3
COMPUTER ENGG.,PEARSON ,DIX ALAN ,HUMAN - COMPUTER INTRACTION,4
COMPUTER ENGG.,WILEY INDIA ,GALITZ WILBERT O.,THE ESSENTIAL GUIDE TO USER INTERFACE DESIGN,5
COMPUTER ENGG.,WILEY DREAMTECH,COOPER ALAN,THE ESSENTIALS OF USER INTERFACE DESIGN,6
INFORMATION TECHNOLOGY,PEARSON EDU.,TAMRES LOUISE,INTRODUCING SOFTWARE TESTING,5
INFORMATION TECHNOLOGY,PEARSON EDU.,DESIKAN SRINIVASAN ,SOFTWARE TESTING PRINCIPLES AND PRACTICE,9
INFORMATION TECHNOLOGY,PEARSON ,PATTON RON,SOFTWARE TESTING,6
INFORMATION TECHNOLOGY,PEARSON ,GALIN DANIEL,SOFTWARE QUALITY ASSURANCE FROM THEORY TO IMPLEMENTATION ,5
INFORMATION TECHNOLOGY,WILEY INDIA ,TIAN JEFF ,SOFTWARE QUALITY ENGINEERING TESTING QUALITY ASSURANCE AND QUAUTITIABLE IMPROVMENT,2
INFORMATION TECHNOLOGY,WILEY INDIA ,NAIK KSHIRSAGAR ,SOFTWARE TESTING AND QUALITY ASSURANCE THEORY AND PRACTICE ,16
INFORMATION TECHNOLOGY,WILEY INDIA,MYERS GLENFORD J.,THE ART OF SOFTWARE TESTING,2
INFORMATION TECHNOLOGY,WILEY INDIA ,PERRY WILLIAM E.,EFFECTIVE METHODS FOR SOFTWARE TESTING,10
INFORMATION TECHNOLOGY,AUERBACH PUB.,JORGENSEN PAUL C.,SOFTWARE TESTING A CRAFTMANS APPROACH,5
INFORMATION TECHNOLOGY,TMGH,RAJANI RENU,SOFTWARE TESTING EFFECTIVE METHODS TOOLS AND TECHNIQUES,5
INFORMATION TECHNOLOGY,DREAMTECH,BEIZER BORIS,SOFTWARE TESTING TECHNIQUES,7
INFORMATION TECHNOLOGY,THOMSAN COMPUTER ,KANERCEM ,TESTING COMPUTER SOFTWARE,9
INFORMATION TECHNOLOGY,ADDISON - WESLEY,KIT EDWARD,SOFTWARE TESTING IN THE REAL WORLD IMPROVING THE PROCESS,1
INFORMATION TECHNOLOGY,TMGH,LIMAYE M.G.,SOFTWARE TESTING PRINCIPLES TECHNIQUES AND TOOLS,1
INFORMATION TECHNOLOGY,MGH,Dr. ALLEYR ,IMAGE STORAGE AND RETRIEVAL AYSTEMS A NEW APPROACH TO RECORD MANAGEMENT,1
COMPUTER ENGG.,ELSEVIER (MK),HAN JIAWEI,DATA MINING : CONCEPTS AND TECHNIQUES,1
COMPUTER ENGG.,KHANNA PUB.,JOSE JEEVA ,BEGINNERS GUIDE FOR DATA ANALYSIS USING R PROGRAMMING ,1
COMPUTER ENGG.,WILEY INDIA ,TAYLOR RICHARD N.,SOFTWARE ARCHITECTURE FOUNDATIONS THEORY AND PRACTICE,10
COMPUTER ENGG.,PHI,SHAW MARY,SOFTWARE ARCHITECTURE PERSPECTIVE ON AN ENGINEERING DISCILINE,12
COMPUTER ENGG.,WILEY,ALBIN STEPHEN T.,THE ART OF SOFTWARE ARCHITECTURE DESIGN METHODS AND TECHNIQUES,5
COMPUTER ENGG.,WILEY INDIA ,BUSCHMANN FRANK ,PATTERN - ORIENTED SOFTWARE ARCHITECTURE A SYSTEM PATTERNS VOL-I,7
COMPUTER ENGG.,PEARSON EDU.,VARMA VASUDEVA,SOFTWARE ARCHITECTURE A CASE BASED APPROACH,2
COMPUTER ENGG.,PEARSON ,BASS LEN,SOFTWARE ARCHITECTURE IN PRACTICE,2
COMPUTER ENGG.,PEARSON EDU.,AUSLANDER D.M.,CONTROL SOFTWARE FOR MECHANICAL SYSTEMS BOJECT - ORIENTED DESIGN IN A REAL TIME WORLD,2
COMPUTER ENGG.,WILEY INDIA ,SADASIVAM G. SUDHA,COMPONENT BASED TECHNOLOGY ,3
COMPUTER ENGG.,TMGH,TAYLER E.D.,NETWORKING HANDBOOK,2
COMPUTER ENGG.,PEARSON EDU.,JACOBSON IVAR,SOFTWARE REUSE ARCHITECTURE PROCESS AND ORGANIZATION FOR BUSINESS SUCCESS,1
COMPUTER ENGG.,ADDISON,HUMPHREY WATTS S.,MANAGING THE SOFTWARE PROCESS,1
COMPUTER ENGG.,WILEY,EB REWINI HESHAM ,ADVANCED COMPUTER ARCHITECTURE AND PARALLEL PROCESSING,1
COMPUTER ENGG.,PRENTICE HALL ,FRAKES W.B.,SOFTWARE ENGINEERING IN THE UNIX /C ENVIRONMENT,1
COMPUTER ENGG.,PEARSON EDU.,ROBILLARD P.N.,SOFTWARE ENGINEERING PROCESS WITH UPEDU ,1
COMPUTER ENGG.,PEARSON EDU.,BASS LEN ,SOFTWARE ARCHITECTURE IN PRACTICE,1
COMPUTER ENGG.,TMGH (INT.),MITCHELL TOM M.,MACHINE LEARNING,1
COMPUTER ENGG.,WILEY INDIA,KAMBHAMPATY SHANKAR,SERVICE - ORIENTED ARCHITECTURE FOR ENTERPRISE APPLICATIONS,7
INFORMATION TECHNOLOGY,ADDISON WESLEY,TRESSE G.W.,DESIGNING SYSTEMS FOR INTERNET COMMERCE,1
INFORMATION TECHNOLOGY,TMGH,RAINA KAPIL,COMMERCE SECURITY A BEGINNERS GUIDE,2
EXTC ENGINEERING,PHI,ROZENBLIT MOSHE,SECURITY FOE TELECOMMUNICATIONS NETWORK MANAGEMENT,2
EXTC ENGINEERING,ADDISON WESLEY ,SCHWARTZ MISCHA ,TELECOMMUNICATION NETWORKS PROTOCOLS MODELING AND ANALYSIS,1
COMPUTER ENGG.,MGH (INT.),BLACK UYLESS ,TCP/IP AND RELATED PROTOCOLS,2
COMPUTER ENGG.,PEARSON EDU.,SIYAN KARANJIT S.,TCP / IP UNLEASHED,3
COMPUTER ENGG.,CENGAGE LEARNING,TITTEL BY ED.,TCP / IP,5
COMPUTER ENGG.,SHROFF PUB.,HUNT CRAIG,TCP / IP NETWORK ADMINISTRATION ,10
COMPUTER ENGG.,MORGAN KAUFMANN PUB.,GRAHAM BUCK,TCP / IP ADDRESSING DESIGNING AND OPTIMIZING YOUR IP ADDRESSING SCHEME,1
COMPUTER ENGG.,MGH (INT.),FEIT SIDNIE,TCP / IP ARCHITECTURE PROTOCOLS AND IMPLEMENTATION,1
COMPUTER ENGG.,PHI,PARKAR TOMOTHY ,TEACH YOURSELF TCP / IP IN 14 DAY'S ,1
COMPUTER ENGG.,GALGOTIA ,BENNETT GEOFF,DESIGNING TCP / IP INTERNETWORKS ,1
COMPUTER ENGG.,MORGAN KAUFMANN PUB.,LOSHIN PETE,TCP / IP CLEARLY EXPLAINED,1
COMPUTER ENGG.,NEW RIDERS ,HEYWOOD DREW ,NETWORKING WITH MICROSOFT TCP / IP,1
COMPUTER ENGG.,PTR PRENTICE HALL,MARTIN JAMES ,TCP / IP NETWORKING ARCHITECTURE ADMINISTRATION AND PROGRAMMING,1
COMPUTER ENGG.,ADDISON WESLEY / PEARSON EDU.,STEVENS W. RICHARD ,TCP / IP ILLUSTRATED VOLUME-I THE PROTOCOLS,10
COMPUTER ENGG.,ADDISON WESLEY / PEARSON EDU.,WRIGHT GARY ,TCP / IP ILLUSTRATED VOLUME- II THE IMPLEMENTATION,10
COMPUTER ENGG.,ADDISON WESLEY ,STEVENS W. RICHARD,TCP / IP ILLUSTRATED VOLUME- III TCP FOR TRANSACTION HTTP NNTP AND THE UNIX DOMAIN PROTOCOLS,1
H & AS (MGMT),MILIND KOTWAL,KOTWAL MILIND,TOTAL MANAGEMENT FRAMEWORK,60
MECHANICAL ENGINEERING,MGH,KHAN B.H.,NON - CONVENTIONAL ENERGY RESOURCES,18
H & AS (CS),MGH (INT.),LUTHANS FRED ,ORGANIZATIONAL BEHAVIOR (AN EVIDANCE BASED),1
H & AS (CS),MGH (INT.),LUTHANS FRED,ORGANIZATIONAL BEHAVIOR,20
H & AS (CS),MGH,LUTHANS FRED ,ORGANIZATIONAL BEHAVIOR,13
H & AS (CS),TMGH,MCSHANE S.L.,ORGANIZATIONAL BEHAVIOR,6
H & AS (CS),TMGH / MGH (INT.),LOCKER K.O.,BUSINESS COMMUNICATION,6
H & AS (CS),MGH,LOCKER KITTY O.,BUSINESS AND ADMINISTRATIVE COMMUNICATIONS,3
H & AS (CS),TMGH,BASU C.R.,BUSINES ORGANISATION AND MANAGEMENT ,6
H & AS (CS),TMGH,LESIKAR R.V.,BUSINESS COMMUNICATION MAKING CONNECTION IN A DIGITAL WORLD,2
H & AS (CS),TMGH,LESIKAR RAYMOND V.,BASIC BUSINESS COMMUNICATION SKILL FOR EMPOWERING THE INTERNET GENERATION,8
H & AS (CS),TMGH,LESIKAR R.V.,LESIKAR BASIC BUSINESS COMMUNICATION ,5
H & AS (CS),TMGH,NEWSTROM JOHN W.,ORGANIZATIONAL BEHAVIOR HUMAN BEHAVIOR AT WORK,5
H & AS (CS),BIZTANTRA,DEY B.R.,BUSINESS PROCESS REENGINEERING & CHANGE MANAGEMENT,3
H & AS (CS),PEARSON EDU.,ANUPINDI R.,MANAGING BUSINESS PROCESS FLOWS,3
H & AS (CS),SOUTH WESTERN ,PENROSE J.M.,ADVANCED BUSINESS COMMUNICATION,3
H & AS (CS),PHI,ROBBINS STEPHEN P.,ORGANIZATIONAL BEHAVIOR ,5
H & AS (CS),PEARSON ,ROBBINS STEPHEN P.,ORGANIZATIONAL BEHAVIOR ,5
H & AS (CS),PEARSON,ROBBINS STEPHEN P.,ESSENTIALS ORGANIZATIONAL BEHAVIOR ,2
H & AS (CS),PHI,ROBBINS STEPHEN P., ORGANIZATIONAL BEHAVIOR (CONCEPTS CONTROVERISIES APPLICATIONS ) ,1
H & AS (CS),EVEREST PUB.,Dr. GHANEKAR ANJALI, ORGANIZATIONAL BEHAVIOR CONCEPTS & CASES ,5
H & AS (CS),NEW AGE INT. PUB.,Dr. SHAJAHAN S., ORGANIZATIONAL BEHAVIOR (TEXT CASES INCLUDING INTERNET EXERCISES & SKILL TESTES ),3
H & AS (CS),PHI,GREENBERG JERALD ,BEHAVIOR IN ORGANIZATIONS ,4
H & AS (CS),HIMALAYA PUB.,ASWATHAPPA K.,ORGANIZATIONAL BEHAVIOR TEXT CASES GAMES ,7
H & AS (CS),VIKAS PUB.,CHANDAN JIT S.,ORGANIZATIONAL BEHAVIOR ,4
H & AS (CS),TMGH,AGARWAL R.D.,ORGANIZATIONAL AND MANAGEMENT,15
H & AS (CS),MACMILLAN,MOHAN KRISHNA ,DEVELOPING COMMUNICATION SKILLS,7
H & AS (CS),PHI,MINER JOHN B.,ORGANIZATIONAL BEHAVIOR - 2 ESSENTIAL THEORIES OF PROCESS AND STRUCTURES,2
H & AS (CS),PHI,MINER JOHN B.,ORGANIZATIONAL BEHAVIOR - 1 ESSENTIAL THEORIES OF MOTIVATION & LEADERSHIP ,2
H & AS (CS),JOHN WILEY & SONS,BARNES RALPH M.,MOTION AND TIME STUDY DESIGN & MEASUREMENT OF WORK,8
H & AS (CS),ANMOL PUB.,KUMAR N.,ORGANISATIONAL BEHAVIOR,1
H & AS (CS),SULTAN CHAND & SONS,PRASAD L.M.,ORGANISATIONAL BEHAVIOR,1
H & AS (CS),TMGH,NEWSTROM JOHN M.,ORGANISATIONAL BEHAVIOR,1
H & AS (CS),SOUTH WESTERN ,WEISS JOSEPH W.,ORGANIZATIONAL BEHAVIOR AND CHANGE MANAGING DIVERSITY CROSS CULTURAL DYNAMICS AND ETHICS,1
H & AS (CS),PHI,HERSEY P. ,MANAGEMENT ORGANIZATIONAL BEHAVIOR LEADING HUMAN RESOURCES,1
H & AS (CS),PHI,KAUL ASHA ,EFFECTIVE BUSINESS COMMUNICATION ,1
H & AS (CS),MACMILLAN,DWIVEDI R.S.,HUMAN RELATIONS AND ORGANISATIONAL BEHAVIOR,1
H & AS (CS),PEARSON,GREENBERG JERALD,BEHAVIOR IN ORGANIZATIONS ,1
H & AS (CS),PEARSON,JONES GARETH R.,ORGANIZATIONAL THEORY DESIGN AND CHANGE TEXTLAND CASES ,1
H & AS (CS),PEARSON ,MALONE T.W.,ORGANIZING BUSINESS KNOELEDGE THE MIT PROCESS HANDBOOK,1
H & AS (CS),PHI,DHILLON B.S.,ENGINEERING MAINTAINABILITY,5
H & AS (CS),JAICO PUB.,FISHER DALMAR,COMMUNICATION IN ORGANIZATIONS,10
H & AS (CS),PHI,STALLING WILLIAM,BUSINESS DATA COMMUNICATIONS,2
H & AS (CS),TMGH,FOROUZAN BEHROUZ A.,BUSINESS DATA COMMUNICATIONS,2
H & AS (CS),LAXMI PUB.,ANBUVELAN K.,PRINCIPLES OF MANAGEMENT ,5
H & AS (CS),SULTAN CHAND & SONS,PRASAD L.M.,PRINCIPLES AND PRACTICE OF MANAGEMENT,5
EXTC ENGINEERING,PHI,PANKO RAYMOND R.,BUSINESS DATA NETWORKS AND TELECOMMUNICATIONS ,3
EXTC ENGINEERING,PEARSON ,SUBRAMANIAN MANI,NETWORK MANAGEMENT PRINCIPLES AND PRACTICE,5
CIVIL ENGINEERING,EAST WEST PRESS,SRINATH L.S.,PERT AND CPM PRINCIPLES AND APPLICATIONS,14
CIVIL ENGINEERING,LAXMI PUB.,Dr. PUNMIA B.C.,PROJECT PLANNING AND CONTROL WITH PERT & CPM,8
COMPUTER ENGG.,PHI,BLACK UYLESS ,COMPUTER NETWORKS PROTOCOLS STANDARDS AND INTERFACES ,10
COMPUTER ENGG.,OXFORD,ZHENG YOULU ,NETWORKS FOR COMPUTER SCIENTISTS AND ENGINEERING ,7
COMPUTER ENGG.,PEARSON EDU.,MANSFIELD Jr. KENNETH C.,AN INTRODUCTION TO COMPUTER NETWORKING ,5
COMPUTER ENGG.,PEARSON EDU.,COMER DOUGLAS E.,NETWORK SYSTEM DESIGN USING NETWORK PROCESSORS,12
COMPUTER ENGG.,LEARNING MATERIALS (ISTE),SHANMUGAM A. ,COMPUTER COMMUNICATION NETWORKS,21
COMPUTER ENGG.,CENGAGE LEARNING ,GALLO MICHAEL A.,COMPUTER COMMUNICATIONS AND NETWORKING TECHNOLOGIES ,1
COMPUTER ENGG.,PHI,NIIT ,INTRODUCTION TO INTRACTIVE COMMUNICATION DESIGN ,2
COMPUTER ENGG.,LEON TECH WORLD,LEON ALEXIS ,FUNDAMENTALS OF COMPUTER SCIENCE AND COMMUNICATIONS ENGINEERING,3
COMPUTER ENGG.,PEARSON EDU.,LIMONCELLI T.A.,THE PRACTICE OF SYSTEM AND NETWORK ADMINISTRATION ,2
COMPUTER ENGG.,PEARSON EDU.,HELD GILBERT ,UNDERSTANDING DATA COMMUNICATIONS,4
COMPUTER ENGG.,BROOK / COLE THOMSON LEARNING ,SHAY WILLIAM A.,UNDERSTANDING DATA COMMUNICATIONS AND NETWORKS,3
COMPUTER ENGG.,TMGH,RAVICHANDRAN D.,INTRODUCTION TO COMPUTER AND COMMUNICATIONS ,4
COMPUTER ENGG.,PEARSON EDU.,DATE C.J.,AN INTRODUCTION TO DATABASE SYSTEM,14
COMPUTER ENGG.,PHI,PANNEERSELVAM R.,DATABASE MANAGEMENT SYSTEMS,7
COMPUTER ENGG.,PHI,TENENBAUM ANDREW S.,COMPUTER NETWORKS,1
COMPUTER ENGG.,WILEY ,OLIFER NATALIA ,COMPUTER NETWORKS PRINCIPLES TECHNOLOGIES AND PROTOCOLS FOR NETWORK DESIGN ,1
COMPUTER ENGG.,GALGOTIA PUB.,ULLMAN JEFFREY O.,PRINCIPLES OF DATABASE SYSTEMS,4
COMPUTER ENGG.,TMGH,POST GERALD V.,DATABASE MANAGEMENT SYSTEMS,3
COMPUTER ENGG.,TMGH,MAJUMDAR ARUN K.,DATABASE MANAGEMENT SYSTEMS,5
COMPUTER ENGG.,COURSE TECH THOMSON LEARNING,ROB PETER ,DATABASE SYSTEMS DESIGN IMPLEMENTATION MANAGEMENT ,1
COMPUTER ENGG.,MGH,RAMAKRISHNAN R.,DATABASE MANAGEMENT SYSTEMS ,1
COMPUTER ENGG.,LEON VIKAS,LEON ALEXIS ,DATABASE MANAGEMENT SYSTEMS ,2
COMPUTER ENGG.,PHI,IBM,DB2 UNIVERSAL DATABASE ADMINISTRATION FOR LINUX UNIX AND WINDOWS ,3
COMPUTER ENGG.,WILEY,MURDOCCA MILES,COMPUTER ARCHITECTURE AND ORGANIZATION AN INTEGRATED APPROACH,3
COMPUTER ENGG.,PEARSON EDU.,KESHAV S.,AN ENGINEERING APPROACH TO COMPUTER NETWORKING ATM NETWORKS THE INTERNET AND TELEPHONE NETWORK,1
COMPUTER ENGG.,LEARNING MATERIALS (ISTE),CHITRA A.,INTERNET AND JAVA PROGRAMMING ,22
COMPUTER ENGG.,TMGH,BAILEY DUANE A.,JAVA ELEMENTS PRINCIPLES AND PROGRAMMING IN JAVA,3
COMPUTER ENGG.,TMGH,HUBBARD JOHN R.,THEORY AND PROBLEMS OF PROGRAMMING WITH JAVA,5
COMPUTER ENGG.,TMGH,MUSTER JOHN ,UNIX MADE EASY UNIX AND LINUX BASICS AND BEYOND,13
COMPUTER ENGG.,TMGH,DAS SUMITABHA ,YOUR UNIX THE ULTIMATE GUIDE,6
COMPUTER ENGG.,TMGH,DAS SUMITABHA ,UNIX CONCEPTS AND APPLICATIONS ,4
COMPUTER ENGG.,TMGH,DAS SUMITABHA ,UNIX CONCEPTS AND APPLICATIONS INCLUDES SYSTEMS PROGRAMMING AND LINUX,13
COMPUTER ENGG.,TMGH,DAS SUMITABHA ,UNIX CONCEPTS AND APPLICATIONS,1
COMPUTER ENGG.,PHI,KERNIGHAN B.W.,THE UNIX PROGRAMMING ENVIRONMENT,18
COMPUTER ENGG.,SCITECH,RAMASATISH A.,UNIX PROGRAMMING ,4
COMPUTER ENGG.,BPB PUB.,BOOTLE STAN KELLY,UNDERSTANDING UNIX,4
COMPUTER ENGG.,TMGH,ROSEN K.H.,UNIX THE COMPLETE REFERENCE ,2
COMPUTER ENGG.,TECHMEDIA ,BURK ROBIN,UNIX UNLEASHED,1
COMPUTER ENGG.,PHI,STEVENS W. RICHARD,UNIX NETWORK PROGRAMMING INTERPROCESS COMMUNICATIONS VOL 2,1
COMPUTER ENGG.,PHI,STEVENS W. RICHARD ,UNIX NETWORK PROGRAMMING NETWORKING APLS. SOCKETS AND XTI VOL-1,1
COMPUTER ENGG.,COURSE TECHNOLOGY THOMSON LEARNING,DENT JACK,DUIDE TO UNIX USING LINUX,2
COMPUTER ENGG.,NEW AGE INT. PUB.,AZAM MOHAMMED ,UNIX IN EASY STEPS ,3
COMPUTER ENGG.,BPB PUB.,PARTA STEPHEN,ADVANCED UNIX A PROGRAMMING GUIDE ,3
COMPUTER ENGG.,NANDU PRINTERS & PUB.,BHAVE M.P.,COMPUTER PROGRAMMING -I UNIX AND C,2
COMPUTER ENGG.,PEARSON EDU.,STEVENS PERDITA ,USING UML SOFTWARE ENGINEERING WITH OBJECTS AND COMPONENTS ,2
COMPUTER ENGG.,PEARSON EDU. ADDISON WESLEY ,DOUGLASS BRUCE POWEL ,REAL TIME UML DEVELOPING EFFICIENT OBJECS FOR EMBEDDED SYSTEMS ,3
COMPUTER ENGG.,ADDISON WESLEY ,QUATRANI TERRY ,VISUAL MODELING WITH RATIONAL ROSE AND UML,1
COMPUTER ENGG.,PHI,SRIRENGAN K.,UNDERSTANDING UNIX,6
COMPUTER ENGG.,PEARSON EDU.,VINCE JOHN,VIRTUAL REALITY SYSTEMS,4
COMPUTER ENGG.,WILEY INDIA ,BURDEA GRIGORE C.,VIRTUAL REALITY TECHNOLOGY,7
COMPUTER ENGG.,WILEY INDIA ,NEGUS CHRISTOPHER ,FEDORA 11 AND RED HAT ENTERPRISE LINUX BIBLE,2
COMPUTER ENGG.,WILEY INDIA ,NEGUS CHRISTOPHER ,FEDORA 8 AND RED HAT ENTERPRISE LINUX BIBLE,1
COMPUTER ENGG.,WILEY PUB.,NEGUS CHRISTOPHER ,RED HAT LINUX 9 BIBLE,1
COMPUTER ENGG.,TECHMEDIA ,BALL BILL,RED HAT LINUX 8 UNLEASHED ,1
COMPUTER ENGG.,SAMS ,PITTS DAVID ,RED HAT LINUX 6 UNLEASHED ,1
COMPUTER ENGG.,SAMS ,HUSAIN KAMRAN,RED HAT LINUX UNLEASHED ,1
COMPUTER ENGG.,WILEY INDIA,MICHAEL RANDAL K.,MASTERING UNIX SHELL SCRIPTING,3
COMPUTER ENGG.,BPB PUB.,KANETKAR YASHAVANT,UNIX SHELL PROGRAMMING,7
CIVIL ENGINEERING,S. CHAND ,Er. RAJPUT R.K.,A TEXTBOOK HYDRAULICS MACHINES ,10
H & AS (PHYSICS),S.CHAND ,Dr. AVADHANULU M.N.,A TEXTBOOK OF ENGINEERING PHYSICS ,5
MECHANICAL ENGINEERING,NANDU,DUBEY N.H.,ENGINEERING DRAWING,15
CIVIL ENGINEERING,VIKAS PUB.,BHAVIKATTI S.S.,STRUCTURAL ANALYSIS - I,10
COMPUTER ENGG.,OXFORD UNIVERSITY ,CHAUHAN NARESH,SOFTWARE TESTING PRINCIPLES AND PRACTICE,10
MECHANICAL ENGINEERING,NANDU,BORKAR UDAI,FINITE ELEMENT ANALYSIS SEM-VI MECHANICAL AND AUTOMOBILE ENGINEERING,10
CIVIL ENGINEERING,OXFORD UNIVERSITY,SUBRAMANIN N.,DESIGN OF STEEL STRUCTURES LIMIT STATE METHOD,5
EXTC ENGINEERING,OXFORD UNIVERSITY,LATHI B.P.,PRINCIPLES OF LINEAR SYSTEMS AND SIGNALS,3
INFORMATION TECHNOLOGY,OXFORD UNIVERSITY,MAHAJAN SUNITA ,DISTRIBUTED COMPUTING ,10
CIVIL ENGINEERING,MGH,RAJU N. KRISHNA ,PRESTRESSED CONCRETE ,10
EXTC ENGINEERING,PEARSON,SUBRAMANIAN MANI,NETWORK MANAGEMENT PRINCIPLES AND PRACTICE ,5
